323,709,273,167,155,0
324,707,273,170,155,0
325,704,273,175,155,0
326,702,274,179,155,0
327,699,274,183,155,0
328,697,274,187,155,0
329,694,274,192,155,0
330,692,274,195,155,0
331,689,274,200,155,0
332,687,275,204,155,0
333,685,275,206,155,0
334,684,276,208,155,0
335,683,276,210,155,0
336,681,277,213,155,0
337,680,277,214,155,0
338,679,278,216,155,0
339,678,278,218,155,0
340,676,279,221,155,0
341,675,279,222,155,0
342,674,280,224,155,0
343,672,280,227,155,0
344,671,281,229,155,0
345,670,281,230,155,0
346,669,282,232,155,0
347,667,282,235,155,0
348,666,283,237,155,0
349,665,283,238,155,0
350,663,284,241,155,0
351,662,284,243,155,0
352,661,285,245,155,0
353,660,286,247,155,0
354,660,283,252,161,0
355,661,281,256,167,0
356,661,279,261,173,0
357,662,277,266,179,0
358,662,274,271,185,0
359,663,272,275,191,0
360,664,270,279,197,0
361,664,268,285,203,0
362,665,265,289,209,0
363,665,263,294,215,0
364,666,261,298,221,0
365,667,259,303,227,0
366,667,258,303,227,0
367,667,258,303,227,0
368,668,258,303,227,0
369,668,257,303,227,0
370,668,257,303,227,0
371,669,257,303,227,0
372,669,257,303,227,0
373,670,257,303,227,0
374,671,257,303,227,0
375,672,257,303,227,0
376,673,257,303,227,0
377,674,258,303,227,0
378,675,258,303,227,0
379,676,258,303,227,0
380,677,258,303,227,0
381,678,258,303,227,0
382,679,258,303,227,0
383,680,259,303,227,0
384,680,259,303,227,0
385,681,259,303,227,0
386,682,260,303,227,0
387,683,260,303,227,0
388,683,260,303,227,0
389,684,261,303,227,0
390,685,261,303,227,0
391,686,261,303,227,0
392,687,262,303,227,0
393,687,262,303,227,0
394,688,262,303,227,0
395,689,263,303,227,0
396,690,263,303,227,0
397,690,263,303,227,0
398,691,264,303,227,0
399,692,264,303,227,0
400,693,264,303,227,0
401,694,265,303,227,0
402,695,265,302,227,0
403,697,266,300,227,0
404,699,267,299,227,0
405,701,268,297,226,0
406,702,268,296,227,0
407,704,269,295,227,0
408,706,270,293,227,0
409,708,271,291,226,0
410,710,272,290,226,0
411,711,272,289,227,0
412,713,273,287,226,0
413,715,274,286,226,0
414,717,275,284,226,0
415,719,276,283,226,0
416,718,275,283,226,0
417,718,275,283,226,0
418,717,275,283,226,0
419,717,275,283,226,0
420,716,275,283,226,0
421,716,274,283,226,0
422,715,274,283,226,0
423,715,274,283,226,0
424,714,274,283,226,0
425,714,274,283,226,0
426,713,273,283,226,0
427,713,273,283,226,0
428,712,273,283,226,0
429,712,273,283,226,0
430,711,273,283,226,0
431,711,272,283,226,0
432,710,272,283,226,0
433,710,272,283,226,0
434,709,272,283,226,0
435,709,272,283,226,0
436,708,271,283,226,0
437,708,271,283,226,0
438,707,271,283,226,0
439,707,271,283,226,0
440,706,271,283,226,0
441,706,270,283,226,0
442,705,270,283,226,0
443,705,270,283,226,0
444,704,270,283,226,0
445,704,270,283,226,0
446,704,270,283,226,0
447,707,270,277,226,0
448,710,270,272,226,0
449,714,270,265,226,0
450,717,270,260,226,0
451,721,270,254,226,0
452,724,270,248,226,0
453,728,270,242,226,0
454,731,270,237,226,0
455,735,270,230,226,0
456,738,270,225,226,0
457,741,270,220,226,0
458,745,270,213,226,0
459,748,270,208,226,0
460,752,270,202,226,0
461,755,270,196,226,0
462,759,270,190,226,0
463,762,270,185,226,0
464,766,270,178,226,0
465,769,270,173,226,0
466,773,270,167,226,0
467,775,269,164,226,0
468,778,269,160,225,0
469,780,268,157,225,0
470,783,268,153,225,0
471,785,267,150,225,0
472,788,267,146,224,0
473,790,266,143,225,0
474,793,266,139,224,0
475,795,265,136,224,0
476,798,265,132,224,0
477,800,264,129,224,0
478,803,264,125,223,0
479,805,263,122,224,0
480,808,263,118,223,0
481,810,262,115,223,0
482,813,262,111,223,0
483,811,261,112,223,0
484,809,261,114,223,0
485,807,260,115,224,0
486,805,260,117,224,0
487,803,259,119,225,0
488,801,259,120,225,0
489,799,258,122,226,0
490,797,258,123,226,0
491,796,257,124,227,0
492,794,257,126,226,0
493,792,256,127,227,0
494,790,256,129,227,0
495,788,255,130,228,0
496,786,255,132,228,0
497,784,254,134,229,0
498,782,254,135,229,0
499,780,253,137,230,0
500,779,253,138,230,0
501,781,250,138,230,0
502,784,248,138,230,0
503,787,246,138,230,0
504,790,237,144,243,0
505,793,229,151,255,0
506,796,221,157,267,0
507,799,213,164,279,0
508,797,213,164,279,0
509,795,213,164,279,0
510,793,213,164,279,0
511,791,214,164,279,0
512,789,214,164,279,0
513,787,214,164,279,0
514,785,215,164,279,0
515,783,215,164,279,0
516,781,215,164,279,0
517,780,216,164,279,0
518,777,215,164,279,0
519,775,215,164,279,0
520,773,215,164,279,0
521,771,215,164,279,0
522,769,215,164,279,0
523,767,215,164,279,0
524,765,215,164,279,0
525,763,215,164,279,0
526,761,214,164,279,0
527,759,214,164,279,0
528,757,214,164,279,0
529,755,214,164,279,0
530,753,214,164,279,0
531,751,214,164,279,0
532,749,214,164,279,0
533,747,214,164,279,0
534,746,213,165,279,0
535,745,212,166,279,0
536,745,212,166,279,0
537,744,211,167,279,0
538,744,210,168,279,0
539,743,210,169,279,0
540,743,209,169,279,0
541,742,209,170,279,0
542,742,208,171,279,0
543,741,207,172,279,0
544,740,207,173,279,0
545,740,206,173,279,0
546,739,206,174,279,0
547,739,205,175,279,0
548,738,204,176,279,0
549,738,204,176,279,0
550,737,203,177,279,0
551,737,203,178,279,0
552,734,202,180,279,0
553,732,201,182,279,0
554,730,200,184,279,0
555,727,199,186,279,0
556,725,198,188,279,0
557,723,197,190,279,0
558,721,196,192,279,0
559,718,195,194,279,0
560,716,194,196,279,0
561,714,193,198,279,0
562,711,192,200,279,0
563,709,191,202,279,0
564,707,190,204,279,0
565,705,189,206,279,0
566,702,188,208,279,0
567,700,187,210,279,0
568,698,186,212,279,0
569,696,185,214,279,0
570,695,184,215,279,0
571,694,183,216,280,0
572,693,182,217,281,0
573,692,181,218,282,0
574,691,180,219,283,0
575,690,179,220,284,0
576,689,178,221,285,0
577,688,177,222,285,0
578,687,176,223,286,0
579,686,175,224,287,0
580,685,174,225,288,0
581,684,173,226,289,0
582,683,172,227,290,0
583,682,171,228,291,0
584,681,171,230,291,0
585,680,171,230,291,0
586,680,171,230,291,0
587,680,171,230,291,0
588,679,171,230,291,0
589,679,172,230,291,0
590,679,172,230,291,0
591,678,172,230,291,0
592,678,172,230,291,0
593,678,172,230,291,0
594,677,173,230,291,0
595,677,173,230,291,0
596,677,173,230,291,0
597,676,173,230,291,0
598,676,173,230,291,0
599,676,174,230,291,0
600,672,174,234,291,0
